Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price,Reliability
Rio,Jeddah,Kia,Automatic,Other,Standard,2017,1.4,147000,False,26000,Moderate
Maxima,Dammam,Nissan,Automatic,Other,Semi Full,2011,3.5,34000,False,20000,Unreliable
X-Trail,Riyadh,Nissan,Automatic,Saudi,Standard,2018,2.5,30507,False,69500,Moderate
Cruze,Taef,Chevrolet,Automatic,Saudi,Standard,2013,1.8,175,False,15000,Unreliable
Hilux,Jeddah,Toyota,Manual,Saudi,Standard,2010,2.7,200000,True,0,Unreliable
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2019,2.0,54000,False,80000,Moderate
Camry,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2017,1.4,107,True,0,Moderate
Land Cruiser Pickup,Jeddah,Nissan,Automatic,Gulf Arabic,Full,2014,4.8,217000,True,0,Moderate
Taurus,Dammam,Ford,Automatic,Saudi,Semi Full,2012,3.5,327000,False,35000,Unreliable
RX,Riyadh,Lexus,Automatic,Saudi,Full,2019,3.5,47000,True,0,Reliable
Datsun,Al-Baha,Nissan,Manual,Other,Full,2015,2.4,115000,True,0,Moderate
Sunny,Dammam,Nissan,Automatic,Saudi,Standard,2018,1.5,94000,False,28500,Moderate
Cressida,Abha,Toyota,Manual,Saudi,Standard,1996,2.4,300000,True,0,Unreliable
S,Al-Jouf,Mercedes,Automatic,Other,Full,1993,3.0,138,False,22000,Unreliable
ES,Dammam,Lexus,Automatic,Other,Full,2019,3.5,40000,False,185000,Reliable
Elantra,Taef,Hyundai,Manual,Saudi,Standard,2007,1.6,191700,False,13000,Unreliable
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2005,4.0,446,False,50000,Unreliable
C,Riyadh,Mercedes,Automatic,Other,Full,2017,3.0,210000,False,210000,Moderate
The 7,Jeddah,BMW,Automatic,Saudi,Semi Full,2012,2.0,100000,True,0,Unreliable
Tahoe,Aseer,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,275000,False,40000,Unreliable
S,Riyadh,Mercedes,Automatic,Other,Full,2017,3.0,26000,False,245000,Moderate
FJ,Jeddah,Toyota,Automatic,Saudi,Standard,2016,4.0,130,False,100000,Moderate
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.5,55531,False,27500,Moderate
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2016,3.5,70263,False,89000,Moderate
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,105500,False,32000,Moderate
Malibu,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2017,2.5,175000,False,49000,Moderate
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,4.6,42000,False,138000,Moderate
Azera,Tabouk,Hyundai,Automatic,Saudi,Standard,2018,3.5,147,False,2049,Moderate
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2017,4.0,67357,False,126000,Moderate
Land Cruiser Pickup,Aseer,Toyota,Manual,Saudi,Standard,1983,1.5,2580,False,15000,Unreliable
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Full,2007,1.0,3187031,True,0,Unreliable
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2016,5.0,58000,False,250000,Moderate
Cherokee,Jeddah,Jeep,Automatic,Saudi,Full,2015,3.2,20000,True,0,Moderate
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2013,5.7,340000,False,40000,Unreliable
6,Riyadh,Mazda,Automatic,Gulf Arabic,Standard,2015,2.0,82914,False,53000,Moderate
Focus,Riyadh,Ford,Automatic,Saudi,Standard,2012,1.6,181,False,15000,Unreliable
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.0,285000,False,36000,Moderate
Sierra,Taef,GMC,Automatic,Gulf Arabic,Semi Full,2000,1.5,400000,False,10000,Unreliable
Caprice,Al-Baha,Chevrolet,Automatic,Other,Full,2009,6.0,350000,False,15000,Unreliable
Land Cruiser 70,Riyadh,Toyota,Manual,Saudi,Standard,2018,4.0,86852,False,109000,Moderate
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2009,5.4,360,False,32000,Unreliable
G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2018,3.8,160000,False,100000,Moderate
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,30000,False,194500,Reliable
Grand Marquis,Dammam,Mercury,Automatic,Saudi,Semi Full,2000,3.8,179000,False,14000,Unreliable
The 5,Khobar,BMW,Automatic,Gulf Arabic,Full,1997,2.0,300000,False,10000,Unreliable
3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,2.0,31000,False,54000,Moderate
Camry,Al-Baha,Toyota,Automatic,Gulf Arabic,Standard,2014,2.2,80250,False,55000,Moderate
ES,Riyadh,Lexus,Automatic,Other,Full,2018,3.5,66000,False,139000,Moderate
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Full,2016,3.8,200,False,56000,Moderate
Land Cruiser,Riyadh,Toyota,Automatic,Unknown,Full,2018,4.6,24000,True,0,Moderate
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2017,4.0,55000,True,0,Moderate
Victoria,Taef,Ford,Automatic,Saudi,Semi Full,2010,1.0,182,True,0,Unreliable
Marquis,Al-Medina,Ford,Automatic,Saudi,Semi Full,2006,4.6,30000,True,0,Unreliable
H2,Al-Medina,HAVAL,Automatic,Other,Semi Full,2021,1.4,6000,True,0,Reliable
A,Riyadh,Mercedes,Manual,Saudi,Full,2020,2.0,5000,True,0,Reliable
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2009,4.7,760,True,0,Unreliable
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2009,2.4,2013000,False,35000,Unreliable
The 5,Jubail,BMW,Automatic,Gulf Arabic,Standard,2018,2.0,16000,False,145000,Moderate
Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2017,4.6,109000,True,0,Moderate
CT-S,Dammam,Cadillac,Automatic,Saudi,Semi Full,2019,2.0,43000,False,135000,Reliable
Malibu,Jeddah,Chevrolet,Automatic,Other,Semi Full,2013,2.5,220000,False,21000,Unreliable
MKZ,Riyadh,Lincoln,Automatic,Gulf Arabic,Full,2018,2.0,64000,True,0,Moderate
Hilux,Makkah,Toyota,Manual,Saudi,Full,2015,1.7,57000,True,0,Moderate
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.4,166000,False,43000,Moderate
LX,Riyadh,Lexus,Automatic,Saudi,Full,2014,5.7,220000,False,180000,Moderate
C,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2015,2.0,173000,False,108000,Moderate
Hilux,Al-Baha,Toyota,Automatic,Saudi,Full,2020,2.7,7833,True,0,Reliable
Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2017,3.6,122102,False,53500,Moderate
Traverse,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,3.6,69000,True,0,Moderate
QX,Dammam,INFINITI,Automatic,Saudi,Full,2016,5.6,185000,False,119000,Moderate
Hilux,Al-Jouf,Toyota,Manual,Saudi,Full,2005,2.7,270000,True,0,Unreliable
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2021,1.5,11000,False,32500,Reliable
Blazer,Wadi Dawasir,Chevrolet,Automatic,Saudi,Full,2008,3.6,128000,False,15000,Unreliable
CX9,Makkah,Mazda,Automatic,Saudi,Full,2014,3.7,131000,True,0,Moderate
H1,Qassim,Hyundai,Automatic,Unknown,Semi Full,2019,2.4,20000,True,0,Reliable
C300,Riyadh,Chrysler,Automatic,Gulf Arabic,Full,2018,5.7,49000,False,135000,Moderate
Taurus,Taef,Ford,Automatic,Saudi,Standard,2011,3.5,22000,False,50000,Unreliable
Camry,Jeddah,Toyota,Manual,Saudi,Standard,2004,2.4,570000,True,0,Unreliable
Yukon,Aseer,GMC,Automatic,Saudi,Semi Full,2012,5.3,60000,True,0,Moderate
Wingle,Jeddah,Great Wall,Manual,Saudi,Full,2020,2.0,73000,False,1197,Moderate
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2017,3.5,132000,False,65000,Moderate
Panamera,Riyadh,Porsche,Automatic,Gulf Arabic,Full,2014,3.0,53000,True,0,Moderate
H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.4,209677,False,47500,Moderate
Patrol,Makkah,Nissan,Manual,Saudi,Semi Full,1998,4.0,143,True,0,Unreliable
Rush,Arar,Toyota,Automatic,Other,Standard,2021,1.5,600,True,0,Reliable
The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2019,2.0,6000,False,335000,Reliable
Taurus,Riyadh,Ford,Automatic,Other,Full,2016,3.5,91815,False,86000,Moderate
Tucson,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,2.0,124000,False,58500,Moderate
Rav4,Riyadh,Toyota,Automatic,Saudi,Standard,2018,2.5,163000,False,69500,Moderate
Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,2018,1.5,88000,False,24000,Moderate
Sonata,Qassim,Hyundai,Automatic,Other,Semi Full,2016,2.4,152000,False,52000,Moderate
Impala,Dammam,Chevrolet,Automatic,Gulf Arabic,Standard,2018,3.6,112000,False,67000,Moderate
Innova,Riyadh,Toyota,Automatic,Saudi,Full,2015,2.7,226000,False,45000,Moderate
Hilux,Jeddah,Toyota,Manual,Saudi,Semi Full,2009,2.7,300,True,0,Unreliable
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2018,5.3,37000,True,0,Moderate
The M,Dammam,BMW,Automatic,Gulf Arabic,Standard,2018,2.0,1600,False,135000,Moderate
CX9,Taef,Mazda,Automatic,Saudi,Full,2015,2.5,234000,False,57000,Moderate
Yukon,Jeddah,GMC,Automatic,Other,Full,2020,5.3,63860,False,175000,Moderate
Land Cruiser Pickup,Riyadh,Nissan,Manual,Saudi,Full,2012,4.8,339822,False,40000,Unreliable
Accord,Riyadh,Honda,Automatic,Saudi,Full,2017,2.4,139806,False,71500,Moderate
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,68000,False,66000,Moderate
Camry,Al-Baha,Toyota,Manual,Saudi,Standard,2008,2.4,388000,False,17000,Unreliable
Cadenza,Riyadh,Kia,Automatic,Gulf Arabic,Full,2018,3.3,69000,False,95000,Moderate
Camaro,Riyadh,Chevrolet,Automatic,Other,Full,2017,2.0,81633,False,120000,Moderate
Elantra,Riyadh,Hyundai,Automatic,Other,Standard,2017,2.0,100000,True,0,Moderate
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.6,3226,True,0,Unreliable
D-MAX,Dammam,Isuzu,Manual,Saudi,Semi Full,2007,2.5,452000,True,0,Unreliable
Suburban,Riyadh,GMC,Automatic,Other,Standard,2004,1.1,212,False,14000,Unreliable
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2005,5.3,306270,True,0,Unreliable
Genesis,Riyadh,Hyundai,Automatic,Saudi,Full,2017,5.0,106000,False,90000,Moderate
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,43000,False,30000,Moderate
Land Cruiser,Tabouk,Toyota,Automatic,Gulf Arabic,Full,2014,4.6,194,True,0,Moderate
E,Al-Ahsa,Mercedes,Automatic,Gulf Arabic,Full,2014,2.0,135000,True,0,Moderate
Taurus,Khobar,Ford,Automatic,Saudi,Semi Full,2011,3.5,281000,False,29500,Unreliable
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2013,2.5,185000,False,42000,Unreliable
Land Cruiser,Jazan,Toyota,Automatic,Other,Full,2004,4.6,38000,True,0,Unreliable
Land Cruiser 70,Hail,Toyota,Manual,Saudi,Semi Full,2011,4.0,352500,False,58000,Unreliable
Sunny,Riyadh,Nissan,Automatic,Other,Standard,2014,1.5,156,True,0,Moderate
Fusion,Al-Ahsa,Ford,Automatic,Saudi,Standard,2016,2.5,80000,False,50000,Moderate
K5,Aseer,Kia,Automatic,Saudi,Standard,2021,2.5,30000,False,1414,Reliable
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2018,2.5,71000,True,0,Moderate
Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2019,2.5,150000,True,0,Unreliable
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Semi Full,2006,4.0,325000,False,15000,Unreliable
Explorer,Riyadh,Ford,Automatic,Saudi,Full,2008,3.5,315000,True,0,Unreliable
Grand Cherokee,Khobar,Jeep,Automatic,Saudi,Full,2020,3.6,52000,False,162000,Moderate
VTC,Qurayyat,Nissan,Manual,Gulf Arabic,Standard,2016,4.8,55000,True,0,Moderate
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,179858,False,121500,Moderate
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2013,3.6,353000,False,39500,Unreliable
Sonata,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2018,2.5,90000,False,55000,Moderate
CS95,Riyadh,Changan,Automatic,Saudi,Full,2021,2.0,33000,True,0,Reliable
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2012,5.3,214,True,0,Unreliable
Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,2.5,170,True,0,Moderate
Camry,Dammam,Toyota,Automatic,Saudi,Full,2020,3.5,26000,False,126000,Reliable
Cerato,Qassim,Kia,Automatic,Saudi,Semi Full,2016,1.6,12100,False,30000,Moderate
Optima,Riyadh,Kia,Automatic,Unknown,Semi Full,2014,2.4,170000,True,0,Moderate
Charger,Jeddah,Dodge,Automatic,Saudi,Full,2017,5.7,64000,False,145000,Moderate
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2014,5.4,16682,False,76500,Moderate
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,129413,False,57500,Unreliable
Traverse,Jubail,Chevrolet,Automatic,Gulf Arabic,Full,2012,3.6,176000,False,40000,Unreliable
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Full,2015,4.0,203843,False,90000,Moderate
Prado,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,2.7,158000,True,0,Moderate
Cayenne Turbo S,Jeddah,Porsche,Automatic,Saudi,Full,2009,4.8,127000,True,0,Unreliable
Land Cruiser,Qurayyat,Toyota,Automatic,Saudi,Full,2015,8.0,200000,True,0,Moderate
FJ,Qassim,Toyota,Automatic,Gulf Arabic,Full,2017,4.0,114000,False,115000,Moderate
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2014,9.0,360,True,0,Moderate
Patrol,Riyadh,Nissan,Automatic,Saudi,Semi Full,2013,5.6,442000,False,85000,Unreliable
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,47000,False,1221,Reliable
Land Cruiser,Dammam,Toyota,Manual,Saudi,Semi Full,2005,4.6,300,True,0,Unreliable
Suburban,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2018,5.3,58000,False,170000,Moderate
Tahoe,Dammam,Chevrolet,Automatic,Other,Full,2016,5.3,110000,False,144000,Moderate
Impala,Qassim,Chevrolet,Automatic,Gulf Arabic,Standard,2019,3.5,53000,False,80000,Moderate
Charger,Riyadh,Dodge,Automatic,Saudi,Semi Full,2016,3.6,157136,False,84500,Moderate
CX3,Al-Medina,Mazda,Automatic,Saudi,Semi Full,2018,2.9,78000,False,54000,Moderate
Cerato,Arar,Kia,Automatic,Saudi,Standard,2015,1.6,120000,False,25000,Moderate
Furniture,Aseer,Toyota,Automatic,Saudi,Semi Full,2013,4.1,285000,False,55000,Unreliable
Prado,Jeddah,Toyota,Automatic,Saudi,Semi Full,2017,4.0,44000,True,0,Moderate
C,Aseer,Mercedes,Automatic,Other,Full,2018,2.0,91000,False,138000,Moderate
SEL,Dammam,Mercedes,Automatic,Other,Full,1990,4.0,89000,False,75000,Moderate
Civic,Jeddah,Honda,Automatic,Saudi,Full,2016,2.0,68800,False,55000,Moderate
Echo Sport,Riyadh,Ford,Automatic,Saudi,Standard,2015,1.4,101600,False,28000,Moderate
Challenger,Dammam,Dodge,Automatic,Other,Full,2016,3.6,160000,False,89000,Moderate
Hilux,Abha,Toyota,Manual,Saudi,Full,2015,2.7,157000,False,60000,Moderate
S,Riyadh,Mercedes,Automatic,Other,Full,2015,3.0,300000,False,188000,Moderate
Hilux,Sakaka,Toyota,Manual,Gulf Arabic,Full,2016,2.7,217000,True,0,Moderate
Malibu,Jeddah,Chevrolet,Manual,Gulf Arabic,Semi Full,2013,6.0,200000,True,0,Unreliable
Avalon,Al-Baha,Toyota,Automatic,Saudi,Full,2013,4.1,360,True,0,Unreliable
CL,Dammam,Mercedes,Automatic,Saudi,Full,2011,4.0,60000,False,170000,Moderate
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,2.0,56000,False,50000,Moderate
LX,Riyadh,Lexus,Automatic,Saudi,Full,2020,5.7,24000,True,0,Reliable
Innova,Jeddah,Toyota,Automatic,Saudi,Semi Full,2007,2.7,199800,False,25000,Unreliable
S,Dammam,Mercedes,Automatic,Saudi,Full,2015,5.0,99000,False,255000,Moderate
Carnival,Dammam,Kia,Automatic,Saudi,Semi Full,2013,3.3,169000,True,0,Unreliable
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2013,5.3,327000,False,45000,Unreliable
VTC,Al-Namas,Nissan,Automatic,Saudi,Full,1999,4.5,297000,True,0,Unreliable
Other,Taef,Other,Automatic,Saudi,Full,2004,2.4,6000,True,0,Unreliable
D-MAX,Aseer,Isuzu,Automatic,Saudi,Full,2020,3.0,2700,True,0,Reliable
Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,1100000,False,80000,Moderate
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2017,2.4,210,True,0,Moderate
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2012,3.8,86213,False,41500,Moderate
Hilux,Jeddah,Toyota,Manual,Saudi,Full,2018,2.7,27000,False,88000,Moderate
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,3.5,225000,True,0,Unreliable
Edge,Riyadh,Ford,Automatic,Saudi,Full,2011,3.5,231000,False,35000,Unreliable
Wrangler,Jeddah,Jeep,Automatic,Saudi,Full,2015,3.6,200,False,85000,Moderate
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2015,3.2,125000,False,130000,Moderate
Datsun,Riyadh,Nissan,Manual,Saudi,Full,2016,2.0,22000,False,45000,Moderate
Taurus,Riyadh,Ford,Automatic,Other,Full,2016,3.5,105,False,83000,Moderate
Sonata,Al-Medina,Hyundai,Automatic,Unknown,Semi Full,2020,2.4,2396,True,0,Reliable
Optra,Hafar Al-Batin,Chevrolet,Manual,Other,Semi Full,2005,1.6,300,True,0,Unreliable
C,Dammam,Mercedes,Automatic,Other,Full,2017,2.0,96000,False,170000,Moderate
Charger,Al-Medina,Dodge,Automatic,Other,Full,2016,1.7,140,False,65000,Moderate
Pajero,Dammam,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,216000,False,58000,Moderate
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Full,2016,3.5,161353,False,57500,Moderate
Ciocca,Riyadh,Toyota,Automatic,Saudi,Full,2009,5.7,251000,True,0,Unreliable
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.5,52000,True,0,Moderate
Yaris,Abha,Toyota,Automatic,Saudi,Standard,2011,1.3,300500,False,14000,Unreliable
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.5,125000,False,66000,Moderate
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2015,2.0,190000,False,38000,Moderate
Sunny,Riyadh,Nissan,Automatic,Gulf Arabic,Standard,2002,1.6,340000,True,0,Unreliable
Sierra,Qassim,GMC,Automatic,Saudi,Standard,2020,5.3,17000,False,135000,Reliable
Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,2017,1.4,50000,False,33000,Moderate
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,88564,False,26800,Moderate
Furniture,Makkah,Toyota,Automatic,Saudi,Semi Full,2020,2.7,82000,True,0,Moderate
Sierra,Dammam,GMC,Automatic,Saudi,Standard,2011,5.3,400,True,0,Unreliable
Land Cruiser,Aseer,Toyota,Automatic,Saudi,Full,2013,4.6,101000,False,150000,Unreliable
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2013,4.6,281000,False,135000,Unreliable
H1,Sakaka,Hyundai,Automatic,Saudi,Standard,2013,2.5,100000,True,0,Unreliable
Rio,Riyadh,Kia,Automatic,Saudi,Semi Full,2018,2.0,85000,False,30000,Moderate
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,74000,False,27000,Moderate
Land Cruiser 70,Dammam,Toyota,Manual,Saudi,Semi Full,2014,4.0,70000,False,69000,Moderate
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,22999,False,53000,Reliable
The 7,Jeddah,BMW,Automatic,Saudi,Full,2014,6.0,182000,False,90000,Moderate
Flex,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2016,3.5,27800,True,0,Moderate
Maxima,Riyadh,Nissan,Automatic,Saudi,Standard,2017,3.5,158543,False,61500,Moderate
Navara,Jeddah,Nissan,Automatic,Other,Full,2015,2.5,19000,False,38000,Moderate
Charger,Riyadh,Dodge,Automatic,Gulf Arabic,Standard,2006,3.6,300,True,0,Unreliable
LS,Khobar,Lexus,Automatic,Saudi,Full,2015,4.6,103000,False,170000,Moderate
Accent,Al-Ahsa,Hyundai,Automatic,Saudi,Standard,2019,1.4,65392,False,37000,Moderate
Prado,Jeddah,Toyota,Automatic,Saudi,Semi Full,2009,4.0,194000,True,0,Unreliable
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2017,1.6,100000,False,44000,Moderate
Camry,Hafar Al-Batin,Toyota,Automatic,Saudi,Semi Full,2020,2.5,53800,False,1700,Moderate
Suburban,Hail,Chevrolet,Automatic,Other,Semi Full,1997,5.6,364627,True,0,Unreliable
Accord,Qassim,Honda,Automatic,Gulf Arabic,Semi Full,2017,2.5,62847,False,82000,Moderate
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Semi Full,2014,3.5,62000,True,0,Moderate
Camry,Riyadh,Toyota,Automatic,Other,Standard,2012,2.5,20455,True,0,Unreliable
Sierra,Riyadh,GMC,Automatic,Saudi,Full,2015,6.2,137000,True,0,Moderate
Sierra,Najran,GMC,Automatic,Saudi,Full,2014,5.3,200005,True,0,Moderate
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2020,1.6,16479,False,56000,Reliable
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.5,126000,False,63000,Moderate
Accent,Dammam,Hyundai,Automatic,Saudi,Full,2020,1.6,10400,False,53000,Reliable
Suburban,Taef,Chevrolet,Automatic,Other,Full,2008,5.3,263,False,32000,Unreliable
Hilux,Dammam,Toyota,Manual,Gulf Arabic,Full,2015,2.7,100000,True,0,Moderate
Yukon,Qassim,GMC,Automatic,Saudi,Full,2012,5.3,270,False,39000,Unreliable
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,173700,False,30000,Moderate
Marquis,Dammam,Ford,Automatic,Gulf Arabic,Full,2011,4.6,360,True,0,Unreliable
Yukon,Jeddah,GMC,Automatic,Saudi,Full,2013,2.7,300,False,55000,Unreliable
Prado,Qassim,Toyota,Automatic,Saudi,Full,2018,1.5,130,True,0,Moderate
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2011,1.4,108000,False,19000,Unreliable
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2019,4.6,41000,False,190000,Reliable
C,Riyadh,Mercedes,Automatic,Saudi,Semi Full,2018,2.0,95000,True,0,Moderate
A6,Riyadh,Audi,Automatic,Saudi,Semi Full,2013,3.0,75000,False,70000,Moderate
Flex,Dammam,Ford,Automatic,Saudi,Semi Full,2014,3.5,180000,False,49000,Moderate
Innova,Jubail,Toyota,Automatic,Saudi,Full,2015,2.7,114000,False,49000,Moderate
Taurus,Al-Namas,Ford,Automatic,Saudi,Semi Full,2010,4.4,10000,False,25000,Unreliable
Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2017,2.0,77000,True,0,Moderate
Dokker,Riyadh,Renault,Manual,Saudi,Standard,2016,1.8,143000,False,20000,Moderate
Corolla,Al-Medina,Toyota,Automatic,Saudi,Semi Full,2015,1.6,370,True,0,Moderate
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2017,3.5,142311,False,75000,Moderate
Cadenza,Riyadh,Kia,Automatic,Saudi,Full,2017,3.3,88000,False,83000,Moderate
CX5,Riyadh,Mazda,Automatic,Saudi,Full,2019,2.5,33000,False,102000,Reliable
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2020,4.6,18000,False,285000,Reliable
H1,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.5,140,True,0,Moderate
Camry,Qassim,Toyota,Automatic,Other,Standard,2016,2.5,148254,False,59000,Moderate
Expedition,Al-Ahsa,Ford,Automatic,Saudi,Standard,2016,5.4,172000,False,76000,Moderate
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2016,5.3,196000,True,0,Moderate
Camry,Jeddah,Toyota,Manual,Saudi,Standard,2009,2.5,350000,False,25000,Unreliable
Rio,Hail,Kia,Automatic,Other,Standard,2011,1.6,167000,True,0,Unreliable
CX9,Dammam,Mazda,Automatic,Gulf Arabic,Full,2016,3.7,169300,False,65000,Moderate
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,146000,True,0,Unreliable
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2006,4.5,215000,False,79000,Unreliable
Datsun,Riyadh,Nissan,Manual,Other,Full,1998,2.4,650000,False,12000,Unreliable
Carnival,Al-Ahsa,Kia,Automatic,Gulf Arabic,Semi Full,2016,2.5,125000,True,0,Moderate
Accord,Abha,Honda,Automatic,Saudi,Standard,2008,2.4,197000,False,20000,Unreliable
Sonata,Al-Ahsa,Hyundai,Manual,Saudi,Standard,2019,2.4,3400,False,58000,Reliable
Rio,Riyadh,Kia,Automatic,Saudi,Standard,2016,1.4,270000,False,25000,Moderate
Suburban,Makkah,GMC,Automatic,Saudi,Standard,2006,2.0,230000,False,29000,Unreliable
Maxima,Riyadh,Nissan,Automatic,Saudi,Full,2017,1.0,135000,False,73000,Moderate
Previa,Riyadh,Toyota,Automatic,Other,Standard,2007,2.4,458,True,0,Unreliable
Mohave,Riyadh,Kia,Automatic,Saudi,Standard,2014,3.8,256000,False,30000,Moderate
Carnival,Dammam,Kia,Automatic,Saudi,Full,2017,3.3,82217,True,0,Moderate
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2007,5.3,262,False,30000,Unreliable
Traverse,Al-Medina,Chevrolet,Automatic,Other,Semi Full,2009,3.6,325,False,18000,Unreliable
Datsun,Dammam,Nissan,Manual,Saudi,Semi Full,2016,2.4,125000,False,45000,Moderate
Yaris,Jubail,Toyota,Manual,Saudi,Standard,2016,1.5,134000,False,23000,Moderate
Explorer,Khobar,Ford,Automatic,Other,Standard,2003,4.0,360000,False,8000,Unreliable
The 5,Khobar,BMW,Automatic,Saudi,Standard,2014,2.0,150000,False,57000,Moderate
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2011,5.3,401000,False,52000,Unreliable
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2019,4.6,177900,False,220000,Unreliable
Patrol,Riyadh,Nissan,Automatic,Saudi,Semi Full,2015,5.6,219175,False,113500,Moderate
The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2014,2.0,139000,False,90000,Moderate
